high_activity,packets_ratio,source_port,low_activity,bytes_ratio,destination_port,nat_destination_port,elapsed_time_(sec),nat_source_port,burst_transfer,bytes_per_sec,action
0,0.5,65411,0,0.9306930693069307,53,53,30,12985,0,6.466666451111118,allow
0,0.5,65114,0,0.29152542372881357,53,53,30,42555,0,12.666666244444459,allow
0,0.5,49797,0,0.1504,53,53,30,51758,0,23.933332535555582,allow
0,0.5,55152,0,1.119047619047619,53,53,30,31927,0,5.89999980333334,allow
0,1.2,60068,0,0.9974524789339604,443,443,15,63784,0,679.466621368892,allow
0,2.0,52193,0,70.0,33027,33027,8,31412,0,8.749998906250138,allow
0,2.0,52195,0,70.0,50930,50930,8,43224,0,8.749998906250138,allow
0,2.0,52187,0,70.0,38153,38153,9,15114,0,7.777776913580343,allow
0,1.0,52158,0,70.0,3841,3841,5,53385,0,13.999997200000559,allow
0,0.5,40781,0,4.950819672131147,443,443,5,27911,0,72.3999855200029,allow
0,1.6666666666666667,51130,0,1.889763779527559,80,80,21,19465,0,17.428570598639496,allow
0,0.9230769230769231,59982,0,0.2003120124804992,443,443,81,64265,0,94.97530746944065,allow
0,0.49876927063091075,56629,0,0.02343196339151761,443,443,108,11922,1,221178.63684093856,allow
0,0.5,65165,0,1.119047619047619,53,53,30,64230,0,5.89999980333334,allow
0,0.875,51574,0,0.4655674102812803,443,443,135,25990,0,22.377777612016462,allow
0,1.0625,55027,0,0.43353373413493657,443,443,121,27203,0,141.87603188532205,allow
0,1.25,50560,0,1.592738984043332,443,443,271,20442,0,65.3505532643891,allow
0,1.0,36836,0,0.18384858044164037,443,443,31,26019,0,302.6128934641002,allow
0,1.0,46899,0,70.0,443,443,5,24525,0,13.999997200000559,allow
0,1.0,52156,0,70.0,18238,18238,5,30723,0,13.999997200000559,allow
0,0.85,64590,0,0.08504746835443038,443,443,17,12398,0,1452.1175616401433,allow
0,0.5,62956,0,0.033218957057813595,443,443,129,13888,0,6428.488322259781,allow
0,0.7941176470588235,39375,0,0.36712546320804657,443,443,161,57783,0,224.5590048164037,allow
0,1.0588235294117647,47444,0,0.5620511669658886,443,443,30,24955,0,463.9999845333338,allow
0,0.5,64070,0,0.738255033557047,53,53,30,27144,0,8.599999713333343,allow
0,1.0,53872,1,70.0,53,53,30,43483,0,2.333333255555558,allow
0,0.5,49153,0,0.5026737967914439,53,53,30,53527,0,9.333333022222233,allow
0,0.5,46824,0,0.3132530120481928,53,53,30,42441,0,10.866666304444456,allow
0,0.5,6881,0,0.9752066115702479,6882,6882,1199,61481,0,0.19849874879191096,allow
0,14.0,57470,0,858.0,1930,1930,1199,53151,0,0.7155963296784017,allow
0,0.6666666666666666,59830,0,0.2370389244443112,443,443,131,56581,0,630.0228959540237,allow
0,0.6206896551724138,44959,0,0.056361520229036816,443,443,143,64557,0,2608.6223593802633,allow
0,0.5,10151,0,0.45180722891566266,38030,38030,1200,53424,0,0.4008333329993055,allow
0,0.45454545454545453,50210,0,0.2575609756097561,443,443,727,12154,0,8.863823921782911,allow
0,1.2,52001,0,1.214574898785425,80,80,25,13411,0,21.839999126400034,allow
0,1.2222222222222223,63806,0,0.5997248968363136,443,443,30,63806,0,155.03332816555573,allow
0,1.2,52903,0,0.832016850974197,443,443,31,59181,0,112.19354476795017,allow
0,0.5,50865,0,0.6758620689655173,53,53,30,50865,0,8.066666397777787,allow
0,0.5,56120,0,0.8571428571428571,53,53,30,62724,0,5.59999981333334,allow
0,0.5,35072,0,0.8571428571428571,53,53,30,51638,0,5.59999981333334,allow
0,1.2857142857142858,53920,0,1.6244477172312224,34914,34914,17,18938,0,104.76469971972354,allow
0,0.6666666666666666,51270,0,0.5785123966942148,443,443,15,53083,0,12.66666582222228,allow
0,0.8421052631578947,50673,0,0.39592230334756856,80,80,23,12286,0,881.0869182136122,allow
0,0.8333333333333334,53226,0,1.3289183222958056,80,80,20,34049,0,52.69999736500013,allow
0,0.9285714285714286,60368,0,0.32957890694995523,443,443,108,19000,0,96.1759250354081,allow
0,0.5,49948,0,1.119047619047619,53,53,30,31917,0,5.89999980333334,allow
0,0.5,49948,0,1.119047619047619,53,53,30,46968,0,5.89999980333334,allow
0,0.5,20388,0,0.703125,53,53,30,20388,0,7.23333309222223,allow
0,0.5,55817,0,1.119047619047619,53,53,30,51311,0,5.89999980333334,allow
0,0.5,56141,0,0.9305555555555556,53,53,30,48700,0,9.233333025555565,allow
0,0.5,65533,0,0.9305555555555556,53,53,30,35566,0,9.233333025555565,allow
0,1.0,54053,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,54056,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,54054,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,54048,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,2919,0,62.0,37965,0,0,0,0,62000000.0,deny
0,1.0,49442,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,49440,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,49439,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,53759,0,74.0,42873,0,0,0,0,74000000.0,deny
0,1.0,27841,0,62.0,35894,0,0,0,0,62000000.0,deny
0,1.0,64808,0,66.0,27098,0,0,0,0,66000000.0,deny
0,1.0,49328,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,54040,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,35100,0,62.0,11392,0,0,0,0,62000000.0,deny
0,1.0,54034,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,54033,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,54028,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,49326,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,31845,0,62.0,55777,0,0,0,0,62000000.0,deny
0,1.0,52026,0,60.0,26467,0,0,0,0,60000000.0,deny
0,1.0,3290,0,145.0,57470,0,0,0,0,145000000.0,deny
0,1.0,49325,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,51865,0,66.0,61689,0,0,0,0,66000000.0,deny
0,1.0,11235,0,62.0,30188,0,0,0,0,62000000.0,deny
0,1.0,49324,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,49323,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,49318,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,49321,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,33814,0,146.0,22114,0,0,0,0,146000000.0,deny
0,1.0,62339,0,62.0,25174,0,0,0,0,62000000.0,deny
0,1.0,49305,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,49304,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,54022,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,54021,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,54015,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,49302,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,53928,0,145.0,15503,0,0,0,0,145000000.0,deny
0,1.0,48996,0,146.0,22114,0,0,0,0,146000000.0,deny
0,1.0,49294,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,49295,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,41003,0,60.0,5000,0,0,0,0,60000000.0,deny
0,1.0,49428,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,41004,0,60.0,5000,0,0,0,0,60000000.0,deny
0,1.0,33948,0,146.0,1375,0,0,0,0,146000000.0,deny
0,1.0,46275,0,62.0,64147,0,0,0,0,62000000.0,deny
0,1.0,53532,0,62.0,22114,0,0,0,0,62000000.0,deny
0,1.0,54014,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,30542,0,62.0,25174,0,0,0,0,62000000.0,deny
0,1.0,59153,0,62.0,35440,0,0,0,0,62000000.0,deny
0,1.0,49283,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,54013,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,7891,0,66.0,25174,0,0,0,0,66000000.0,deny
0,1.0,49414,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,49411,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,50946,0,62.0,44847,0,0,0,0,62000000.0,deny
0,1.0,20487,0,66.0,50584,0,0,0,0,66000000.0,deny
0,1.0,63690,0,66.0,64147,0,0,0,0,66000000.0,deny
0,1.0,47682,0,62.0,20541,0,0,0,0,62000000.0,deny
0,1.0,40903,0,60.0,5900,0,0,0,0,60000000.0,deny
0,1.0,49279,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.5,53929,0,5.666666666666667,443,443,0,27958,0,499000000.0,allow
0,1.5,53928,0,5.666666666666667,443,443,0,61918,0,499000000.0,allow
0,1.0,3410,0,145.0,17372,0,0,0,0,145000000.0,deny
0,1.0,54002,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,54001,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,53995,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,53993,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,3090,0,62.0,1,0,0,0,0,62000000.0,deny
0,1.0,1024,0,146.0,25174,0,0,0,0,146000000.0,deny
0,1.0,49408,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,49267,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,49269,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,49268,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,12604,0,60.0,80,0,0,0,0,60000000.0,deny
0,1.0,49265,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,40301,0,60.0,8696,0,0,0,0,60000000.0,deny
0,1.0,1955,0,60.0,35974,0,0,0,0,60000000.0,deny
0,1.0,49262,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,49401,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,49396,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,49403,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,49392,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,49402,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,49393,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,49395,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,64772,0,62.0,64147,0,0,0,0,62000000.0,deny
0,1.0,20706,0,66.0,23718,0,0,0,0,66000000.0,deny
0,1.0,60308,0,66.0,37965,0,0,0,0,66000000.0,deny
0,1.0,53987,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,55069,0,62.0,44847,0,0,0,0,62000000.0,deny
0,1.0,61730,0,62.0,25320,0,0,0,0,62000000.0,deny
0,1.0,53984,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,53981,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,53980,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,346,0,60.0,23,0,0,0,0,60000000.0,deny
0,1.0,49257,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,53103,0,148.0,8497,0,0,0,0,148000000.0,deny
0,1.0,4138,0,66.0,55777,0,0,0,0,66000000.0,deny
0,1.0,54816,0,62.0,35440,0,0,0,0,62000000.0,deny
0,1.0,53979,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,53972,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,53973,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,61911,0,146.0,50432,0,0,0,0,146000000.0,deny
0,1.0,49384,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,49249,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,53971,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,49248,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,44408,0,62.0,57470,0,0,0,0,62000000.0,deny
0,1.0,54555,0,66.0,25174,0,0,0,0,66000000.0,deny
0,1.0,54976,0,60.0,2273,0,0,0,0,60000000.0,deny
0,1.0,61280,0,66.0,26467,0,0,0,0,66000000.0,deny
0,1.0,49383,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,49379,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,49381,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,49378,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,49242,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,56909,0,66.0,50584,0,0,0,0,66000000.0,deny
0,1.0,49241,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,61143,0,60.0,8080,0,0,0,0,60000000.0,deny
0,1.0,53964,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,53962,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,53956,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,49237,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,46286,0,146.0,21247,0,0,0,0,146000000.0,deny
0,1.0,46460,0,146.0,36237,0,0,0,0,146000000.0,deny
0,1.0,49236,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,13528,0,62.0,51221,0,0,0,0,62000000.0,deny
0,1.0,49367,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,59214,0,66.0,57866,0,0,0,0,66000000.0,deny
0,1.0,52604,0,66.0,25174,0,0,0,0,66000000.0,deny
0,1.0,49531,0,66.0,26467,0,0,0,0,66000000.0,deny
0,1.0,45964,0,60.0,3111,0,0,0,0,60000000.0,deny
0,1.0,14208,0,66.0,51221,0,0,0,0,66000000.0,deny
0,1.0,49359,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,49231,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,53943,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,57131,0,145.0,31061,0,0,0,0,145000000.0,deny
0,1.0,25565,0,60.0,41288,0,0,0,0,60000000.0,deny
0,1.0,52929,0,66.0,43890,0,0,0,0,66000000.0,deny
0,1.0,62575,0,66.0,12207,0,0,0,0,66000000.0,deny
0,1.0,53381,0,62.0,25174,0,0,0,0,62000000.0,deny
0,1.0,44414,0,66.0,23718,0,0,0,0,66000000.0,deny
0,1.0,18218,0,148.0,30349,0,0,0,0,148000000.0,deny
0,1.0,49356,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,55312,0,62.0,64147,0,0,0,0,62000000.0,deny
0,1.0,62020,0,145.0,64147,0,0,0,0,145000000.0,deny
0,1.0,38330,0,66.0,44847,0,0,0,0,66000000.0,deny
0,1.0,49349,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,49485,0,62.0,56972,0,0,0,0,62000000.0,deny
0,1.0,56924,0,62.0,26467,0,0,0,0,62000000.0,deny
0,1.0,37487,0,66.0,25174,0,0,0,0,66000000.0,deny
0,0.8666666666666667,36729,0,0.17644283692404467,443,443,257,18622,0,29.1050582525095,allow
0,0.5,38644,0,0.6896551724137931,1723,1723,9,38644,0,16.222220419753288,allow
0,1.0,48470,0,1.3076923076923077,80,80,315,20195,0,3.0444444347795416,allow
0,0.5,55681,0,0.1392,53,53,30,52185,0,23.699999210000026,allow
0,0.5,56334,0,1.0357142857142858,53,53,30,55727,0,5.666666477777784,allow
0,0.7692307692307693,43686,0,0.15515192666779834,443,443,257,17205,0,26.4747080681918,allow
0,0.3076923076923077,49335,0,0.037237682951968665,443,443,55,62056,0,2287.090867507439,allow
0,0.6666666666666666,57069,0,0.06965572457966374,53,53,32,40804,0,41.718748696289104,allow
0,2.0,53947,0,70.0,867,867,8,53640,0,8.749998906250138,allow
0,1.0,60487,0,70.0,1134,1134,5,57270,0,13.999997200000559,allow
0,0.75,40218,0,0.21418669131238446,443,443,84,5218,0,62.54761830300455,allow
0,1.0,55064,0,1.5377503852080123,80,80,85,48645,0,19.364705654532877,allow
0,0.5,55157,0,0.1392,53,53,30,58441,0,23.699999210000026,allow
0,0.5,55710,0,0.8773584905660378,53,53,30,65057,0,6.599999780000007,allow
0,0.4714430550861778,38402,0,0.030380015132715203,443,443,224,45229,1,17101.41956651152,allow
0,1.1,29126,0,1.4236192714453584,7000,7000,16,29126,0,257.74998389062597,allow
0,1.0,52154,0,66.0,4635,4635,5,6285,0,13.199997360000527,allow
0,0.63510101010101,57339,0,0.13030667311700952,443,443,987,64003,0,1801.438701315665,allow
0,0.8641975308641975,52710,0,0.11896350589892586,443,443,376,22445,0,540.8138283488994,allow
0,1.2222222222222223,52829,0,0.5866574965612105,443,443,30,52829,0,153.7666615411113,allow
0,0.8181818181818182,48551,0,0.14283416438796848,443,443,27,38107,0,263.11110136625547,allow
0,0.8571428571428571,48785,0,0.23330789774895078,443,443,33,37520,0,195.87878194306722,allow
0,0.5230769230769231,59326,0,0.045737667216068076,80,80,16,59326,0,6820.499573718776,allow
0,0.875,60815,0,1.0770440251572326,443,443,181,60815,0,7.292817639266201,allow
0,1.0,54352,0,0.9761092150170648,53,53,16,16730,0,36.12499774218764,allow
0,0.5686274509803921,45314,0,0.04172543826822879,80,80,16,7495,0,4523.499717281267,allow
0,0.5,53075,0,0.8571428571428571,53,53,30,27228,0,5.59999981333334,allow
0,1.0476190476190477,35702,0,0.7637247176254268,443,443,995,51381,0,13.49547737337138,allow
0,1.2708333333333333,36943,0,0.8597597961907073,443,443,310,59404,0,49.448386937263265,allow
0,1.0,36993,0,0.6536824180502342,443,443,17,63240,0,456.94114959169707,allow
0,1.0,31227,0,1.7755102040816326,53,53,32,31227,0,12.718749602539075,allow
0,1.0,60486,0,70.0,8999,8999,5,41044,0,13.999997200000559,allow
0,0.6666666666666666,43368,0,0.5785123966942148,443,443,15,39927,0,12.66666582222228,allow
0,1.2,57760,0,1.041029207232267,80,80,16,57760,0,183.3749885390632,allow
0,0.8571428571428571,48786,0,0.3606182026330853,443,443,33,62894,0,216.0605995133152,allow
0,0.5,57240,0,0.8090909090909091,53,53,30,57240,0,6.599999780000007,allow
0,0.5,56680,0,0.1392,53,53,30,24501,0,23.699999210000026,allow
0,0.5,43024,0,0.8773584905660378,53,53,30,45972,0,6.599999780000007,allow
0,9.0,57470,0,528.0,6881,6881,1200,1895,0,0.4399999996333333,allow
0,1.1875,55055,0,0.28222595771034237,443,443,16,60639,0,905.7499433906285,allow
0,0.6,1658,0,0.11926690854963252,443,443,17,1658,0,707.6470171972343,allow
0,0.6666666666666666,40215,0,0.2170826161790017,443,443,87,50672,0,65.01149350561502,allow
0,1.3333333333333333,25384,0,0.29280605805637355,443,443,16,25384,0,191.99998800000074,allow
0,0.7692307692307693,40220,0,0.22174887892376682,443,443,84,35161,0,64.85714208503403,allow
0,2.0,53948,0,70.0,7370,7370,8,61393,0,8.749998906250138,allow
0,0.7352941176470589,49300,0,0.4287698306714385,443,443,92,11217,0,290.7282577094755,allow
0,1.0625,53614,0,0.31072381849583924,443,443,19,10121,0,439.31576635180176,allow
0,0.5,55936,0,1.0357142857142858,53,53,30,2278,0,5.666666477777784,allow
0,0.7142857142857143,51809,0,0.2938762774007333,443,443,128,10522,0,647.8906199383546,allow
0,0.5,19473,0,0.4790996784565916,51413,51413,1200,8434,0,0.38249999968125,allow
0,0.4117647058823529,36337,0,1.027882037533512,443,443,396,41043,0,9.547979773868738,allow
0,1.0,58848,1,66.0,24855,0,90,0,0,0.7333333251851853,allow
0,0.6304347826086957,41156,0,0.05799807918045032,443,443,360,9223,0,165.23888842989197,allow
0,0.8181818181818182,54517,0,0.282134466942611,443,443,122,8632,0,93.93442545955389,allow
0,1.0,49343,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,49218,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,60645,0,66.0,35440,0,0,0,0,66000000.0,deny
0,1.0,62250,0,66.0,23117,0,0,0,0,66000000.0,deny
0,1.0,31654,0,148.0,65473,0,0,0,0,148000000.0,deny
0,1.0,49215,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,37191,0,159.0,48817,0,0,0,0,159000000.0,deny
0,1.0,13020,0,66.0,26467,0,0,0,0,66000000.0,deny
0,1.0,39171,0,146.0,22114,0,0,0,0,146000000.0,deny
0,1.0,54957,0,102.0,53,53,30,32234,0,3.3999998866666705,allow
0,1.088235294117647,36697,0,4.009059233449477,443,443,78,4687,0,276.4487144045037,allow
0,0.4563106796116505,38711,0,0.02345458558215124,443,443,16,23557,1,28693.060706683704,allow
0,0.19217814371257486,57979,0,0.010461135768864703,443,443,179,3610,1,44530.48578474589,allow
0,0.5,41451,0,0.31386861313868614,53,53,30,15515,0,11.966666267777791,allow
0,1.0,53934,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,53932,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,53931,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,59347,0,66.0,57470,0,0,0,0,66000000.0,deny
0,1.0,31130,0,66.0,30188,0,0,0,0,66000000.0,deny
0,1.0,49328,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,49331,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,49333,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,49332,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,49329,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,49326,0,66.0,445,0,0,0,0,66000000.0,drop
0,1.0,53721,0,146.0,62413,0,0,0,0,146000000.0,deny
0,1.0,49211,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,2780,0,62.0,23117,0,0,0,0,62000000.0,deny
0,1.0,49207,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,51930,0,62.0,57470,0,0,0,0,62000000.0,deny
0,1.0,54011,0,66.0,44847,0,0,0,0,66000000.0,deny
0,1.0,19845,0,62.0,30024,0,0,0,0,62000000.0,deny
0,1.0,55842,0,66.0,64147,0,0,0,0,66000000.0,deny
0,1.0,49205,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,58638,0,62.0,5900,0,0,0,0,62000000.0,deny
0,1.0,53930,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,53923,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,53922,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,53916,0,70.0,445,0,0,0,0,70000000.0,drop
0,1.0,57928,0,62.0,30188,0,0,0,0,62000000.0,deny
0,0.5,6881,0,1.1568627450980393,26171,26171,1199,65454,0,0.18265221002280882,allow
0,0.75,60493,0,0.7734806629834254,55172,55172,7,57169,0,45.7142791836744,allow
0,0.5,56345,0,0.052339350560496815,443,443,147,39296,0,272.04081447591284,allow
0,1.0909090909090908,53332,0,1.5082735797021511,80,80,166,59740,0,54.78313220010161,allow
0,1.1,54796,0,0.4060721062618596,443,443,15,9714,0,444.5333036977798,allow
0,0.9166666666666666,41056,0,0.202939015429831,443,443,831,45681,0,9.849578808845273,allow
0,1.0,39293,0,70.0,443,443,4,5290,0,17.499995625001095,allow
0,1.0,55048,0,1.143849895760945,80,80,131,23955,0,23.541984553114624,allow
0,0.5,57835,0,0.6178010471204188,53,53,29,49650,0,10.620689288941747,allow
0,0.5,57700,0,0.6178010471204188,53,53,29,7203,0,10.620689288941747,allow
0,0.5,58459,0,0.38738738738738737,53,53,29,37044,0,10.586206531510118,allow
0,0.5,56038,0,1.119047619047619,53,53,29,40238,0,6.103448065398342,allow
0,0.5,55047,0,0.4372093023255814,53,53,29,41022,0,10.620689288941747,allow
0,0.5,52599,0,0.3836734693877551,53,53,29,38138,0,11.65517201189062,allow
0,0.7727272727272727,65226,0,0.6236627093395928,443,443,96,51904,0,374.66666276388895,allow
0,0.5,64945,0,0.7544910179640718,53,53,29,47640,0,10.068965170035684,allow
0,0.5,55936,0,1.119047619047619,53,53,30,21289,0,5.89999980333334,allow
0,0.5,49658,0,1.0851063829787233,53,53,30,2388,0,6.49999978333334,allow
0,0.5,50241,0,0.16267942583732056,53,53,30,25762,0,24.266665857777802,allow
0,0.5,56334,0,1.119047619047619,53,53,30,34646,0,5.89999980333334,allow
0,1.0,9480,0,0.14594290007513147,443,443,25,14084,0,243.9999902400004,allow
0,0.5,45032,0,0.6074074074074074,53,53,33,45032,0,6.5454543471074444,allow
0,0.5,57665,0,0.8571428571428571,53,53,30,28556,0,5.59999981333334,allow
0,0.8,41785,0,0.14623543731524952,443,443,78,3150,0,169.0128183459895,allow
0,0.5,50377,0,0.8666666666666667,53,53,30,9572,0,5.566666481111117,allow
0,1.375,35817,0,1.4789515488482923,443,443,15,2802,0,207.99998613333426,allow
0,0.5,42574,0,0.6751592356687898,53,53,32,42574,0,8.187499744140634,allow
0,1.0,31176,0,1.8231292517006803,53,53,32,31176,0,12.93749959570314,allow
0,0.5,41664,0,0.2608695652173913,53,53,30,40771,0,12.533332915555569,allow
0,0.5,56334,0,1.119047619047619,53,53,30,19616,0,5.89999980333334,allow
0,1.0,9479,0,0.14594290007513147,443,443,25,13111,0,243.9999902400004,allow
0,0.5,56324,0,1.119047619047619,53,53,30,13523,0,5.89999980333334,allow
0,0.5,52182,0,0.8867924528301887,53,53,30,34693,0,6.633333112222229,allow
0,0.75,56080,0,0.7688195991091314,443,443,135,20631,0,29.407407189574762,allow
0,0.5,59116,0,0.6721311475409836,53,53,30,59116,0,6.766666441111118,allow
0,1.25,62077,0,0.6828043581241118,443,443,46,1621,0,386.10868725850685,allow
0,1.0,9474,0,0.14594290007513147,443,443,26,14729,0,234.61537559171632,allow
0,1.0,9473,0,0.14594290007513147,443,443,26,29099,0,234.61537559171632,allow
0,1.3076923076923077,38555,0,7.313833028641072,443,443,16,24882,0,2557.99984012501,allow
0,0.5,58369,0,0.8666666666666667,53,53,30,2783,0,5.566666481111117,allow
0,0.5,50378,0,0.8666666666666667,53,53,30,37644,0,5.566666481111117,allow
0,0.5,49454,0,0.9007633587786259,53,53,30,42230,0,8.26666639111112,allow
0,0.5,56324,0,1.119047619047619,53,53,30,52043,0,5.89999980333334,allow
0,0.5,46461,0,0.8867924528301887,53,53,30,27823,0,6.633333112222229,allow
0,0.3333333333333333,57837,0,0.10877396114756208,443,443,146,41125,0,118.05479371195347,allow
0,1.0,38728,0,1.8231292517006803,53,53,33,38728,0,12.545454165289268,allow
0,1.0,40865,0,78.0,8100,8100,5,52976,0,15.599996880000624,allow
0,1.125,9475,0,0.3130856219709208,443,443,26,36657,0,156.26922475887596,allow
0,1.25,55710,0,1.7005347593582887,63545,63545,15,52051,0,33.59999776000015,allow
0,1.0,33641,0,0.8616586091483823,443,443,20,2360,0,750.8499624575019,allow
0,0.5,65126,0,0.7642276422764228,53,53,30,19594,0,7.199999760000008,allow
0,0.5,49634,0,0.6538461538461539,53,53,30,7065,0,8.566666381111121,allow
0,0.5,58368,0,0.8666666666666667,53,53,30,61007,0,5.566666481111117,allow
0,0.8181818181818182,55074,0,2.234567901234568,443,443,25,36824,0,125.7199949712002,allow
0,1.0,55066,0,2.142681426814268,80,80,77,57629,0,33.168830738067136,allow
0,1.0,39995,0,1.1526125193998966,443,443,159,36730,0,26.163521848028164,allow
0,1.0909090909090908,60416,0,0.2890970595888629,443,443,104,11714,0,47.624999542067314,allow
0,0.6666666666666666,53831,0,0.5785123966942148,443,443,15,42938,0,12.66666582222228,allow
0,1.0,60406,0,1.055472263868066,80,80,105,16333,0,13.04761892335601,allow
0,0.8148148148148148,43477,0,0.5378911463740175,443,443,734,38784,0,28.254768353876337,allow
0,1.0,58057,0,1.0476190476190477,80,80,75,11789,0,36.10666618524445,allow
0,1.2,52002,0,1.214574898785425,80,80,24,36032,0,22.74999905208337,allow
0,0.5,54957,0,1.0625,53,53,33,30594,0,5.9696967887970676,allow
0,0.9142857142857143,54036,0,0.24039535883111302,443,443,49,30085,0,883.571410539359,allow
